WkrNr;Wahlkreis;Wahlb. insges.;Wählerinnen /Wähler;Gültige Stimmen;Dr. Weyland,Bernadette;Feldmann,Peter;Dr. Eskandari-Grünberg,Nargess;Wißler,Janine;Wehnemann,Nico;Weingärtner,Michael;Yang,Ming;Stein,Volker;Dr. Herrschaft,Felicia;Schloberg,Karsten;Wünsch,Juli;Fischer,Hein;
 ; in %; ;42,4;99,6;28,0;41,7;11,7;8,6;1,0;1,1;0,4;5,9;0,2;1,2;0,2;0,0;
;;;;;;;;;;;;;;;;;
;Stadtteil Sachsenhausen-Süd;;;;;;;;;;;;;;;;
32301;Freiherr-vom-Stein-Schule;1.655;540;539;141;219;71;57;6;1;2;23;0;16;2;1;
 ; in %; ;38,1;99,8;26,2;40,6;13,2;10,6;1,1;0,2;0,4;4,3;0,0;3,0;0,4;0,2;
32302;Freiherr-vom-Stein-Schule;1.478;418;415;123;176;33;35;4;2;3;31;1;7;0;0;
 ; in %; ;35,5;99,3;29,6;42,4;8,0;8,4;1,0;0,5;0,7;7,5;0,2;1,7;0,0;0,0;
32303;Riedhofschule;1.589;497;497;125;201;72;53;8;1;3;24;0;10;0;0;
 ; in %; ;37,3;100;25,2;40,4;14,5;10,7;1,6;0,2;0,6;4,8;0,0;2,0;0,0;0,0;
32304;Martin-Buber-Schule;1.743;519;516;158;223;42;28;1;2;3;57;0;2;0;0;
 ; in %; ;36,1;99,4;30,6;43,2;8,1;5,4;0,2;0,4;0,6;11,0;0,0;0,4;0,0;0,0;
32305;Martin-Buber-Schule;1.630;324;320;95;121;38;23;1;5;1;28;2;4;2;0;
 ; in %; ;22,8;98,8;29,7;37,8;11,9;7,2;0,3;1,6;0,3;8,8;0,6;1,3;0,6;0,0;
32306;Freiherr-vom-Stein-Schule;1.572;377;376;95;172;38;20;4;9;2;30;0;6;0;0;
 ; in %; ;28,9;99,7;25,3;45,7;10,1;5,3;1,1;2,4;0,5;8,0;0,0;1,6;0,0;0,0;
32601;Konrad-von-Preysing-Haus;1.223;355;355;80;192;25;24;1;7;2;21;0;1;2;0;
 ; in %; ;31,6;100;22,5;54,1;7,0;6,8;0,3;2,0;0,6;5,9;0,0;0,3;0,6;0,0;
32602;Konrad-von-Preysing-Haus;1.354;355;351;93;182;24;19;3;1;1;16;0;12;0;0;
 ; in %; ;31,0;98,9;26,5;51,9;6,8;5,4;0,9;0,3;0,3;4,6;0,0;3,4;0,0;0,0;
32603;Riedhofschule;1.098;250;248;35;126;18;32;2;2;3;27;0;1;1;1;
 ; in %; ;24,9;99,2;14,1;50,8;7,3;12,9;0,8;0,8;1,2;10,9;0,0;0,4;0,4;0,4;
33201;Oberin-Martha-Keller-Haus;1.368;389;387;93;190;28;30;2;5;2;32;0;5;0;0;
 ; in %; ;36,8;99,5;24,0;49,1;7,2;7,8;0,5;1,3;0,5;8,3;0,0;1,3;0,0;0,0;
33202;Oberin-Martha-Keller-Haus;1.480;449;446;139;192;47;24;2;5;0;32;0;4;0;1;
 ; in %; ;37,8;99,3;31,2;43,0;10,5;5,4;0,4;1,1;0,0;7,2;0,0;0,9;0,0;0,2;
33203;Bürgermeister-Gräf-Haus;644;153;152;39;75;16;9;2;3;0;6;1;1;0;0;
 ; in %; ;26,6;99,3;25,7;49,3;10,5;5,9;1,3;2,0;0,0;3,9;0,7;0,7;0,0;0,0;
33204;Bürgermeister-Gräf-Haus;1.386;392;387;117;146;27;43;8;4;2;29;3;7;1;0;
 ; in %; ;32,9;98,7;30,2;37,7;7,0;11,1;2,1;1,0;0,5;7,5;0,8;1,8;0,3;0,0;
33205;Mühlbergschule Pavillonanlage;1.477;441;439;106;205;45;42;3;3;3;27;0;5;0;0;
 ; in %; ;35,4;99,5;24,1;46,7;10,3;9,6;0,7;0,7;0,7;6,2;0,0;1,1;0,0;0,0;
33206;Bürgermeister-Gräf-Haus;1.013;337;336;94;125;55;35;4;2;4;13;0;3;1;0;
 ; in %; ;39,3;99,7;28,0;37,2;16,4;10,4;1,2;0,6;1,2;3,9;0,0;0,9;0,3;0,0;
91401;Briefwahl Sachsenhausen-Süd;0;499;499;194;181;42;19;3;15;1;34;1;9;0;0;
 ; in %; ;0,0;100;38,9;36,3;8,4;3,8;0,6;3,0;0,2;6,8;0,2;1,8;0,0;0,0;
91402;Briefwahl Sachsenhausen-Süd;0;516;516;199;180;46;27;3;6;1;50;1;2;1;0;
 ; in %; ;0,0;100;38,6;34,9;8,9;5,2;0,6;1,2;0,2;9,7;0,2;0,4;0,2;0,0;
91403;Briefwahl Sachsenhausen-Süd;0;419;417;154;166;25;29;2;4;3;30;0;3;0;1;
 ; in %; ;0,0;99,5;36,9;39,8;6,0;7,0;0,5;1,0;0,7;7,2;0,0;0,7;0,0;0,2;
91404;Briefwahl Sachsenhausen-Süd;0;359;358;109;175;19;17;1;5;0;29;0;0;1;2;
 ; in %; ;0,0;99,7;30,4;48,9;5,3;4,7;0,3;1,4;0,0;8,1;0,0;0,0;0,3;0,6;
91405;Briefwahl Sachsenhausen-Süd;0;547;547;191;219;46;35;4;3;8;35;0;6;0;0;
 ; in %; ;0,0;100;34,9;40,0;8,4;6,4;0,7;0,5;1,5;6,4;0,0;1,1;0,0;0,0;
91406;Briefwahl Sachsenhausen-Süd;0;603;599;232;236;59;32;6;6;0;24;1;3;0;0;
 ; in %; ;0,0;99,3;38,7;39,4;9,8;5,3;1,0;1,0;0,0;4,0;0,2;0,5;0,0;0,0;
;Stadtteil Sachsenhausen-Süd ges.;20.710;8.739;8.700;2.612;3.702;816;633;70;91;44;598;10;107;11;6;
 ; in %; ;42,2;99,6;30,0;42,6;9,4;7,3;0,8;1,0;0,5;6,9;0,1;1,2;0,1;0,1;
;;;;;;;;;;;;;;;;;
;Stadtteil Schwanheim;;;;;;;;;;;;;;;;
53101;August-Gräser-Schule;1.316;336;334;99;177;12;9;2;5;0;23;0;5;2;0;
 ; in %; ;27,7;99,4;29,6;53,0;3,6;2,7;0,6;1,5;0,0;6,9;0,0;1,5;0,6;0,0;
53102;August-Gräser-Schule;1.270;517;513;205;198;28;32;3;15;2;22;1;7;0;0;
 ; in %; ;47,7;99,2;40,0;38,6;5,5;6,2;0,6;2,9;0,4;4,3;0,2;1,4;0,0;0,0;
53103;August-Gräser-Schule;1.298;495;488;197;207;20;24;4;10;3;18;0;2;3;0;
 ; in %; ;41,0;98,6;40,4;42,4;4,1;4,9;0,8;2,0;0,6;3,7;0,0;0,4;0,6;0,0;
53104;Minna-Specht-Schule;1.263;411;409;141;164;19;28;6;10;6;27;0;8;0;0;
 ; in %; ;36,4;99,5;34,5;40,1;4,6;6,8;1,5;2,4;1,5;6,6;0,0;2,0;0,0;0,0;
53105;Minna-Specht-Schule;1.341;344;339;78;182;17;28;3;0;3;22;0;4;1;1;
 ; in %; ;27,5;98,5;23,0;53,7;5,0;8,3;0,9;0,0;0,9;6,5;0,0;1,2;0,3;0,3;
53201;Minna-Specht-Schule;1.379;355;352;92;177;15;21;1;7;1;33;0;5;0;0;
 ; in %; ;28,0;99,2;26,1;50,3;4,3;6,0;0,3;2,0;0,3;9,4;0,0;1,4;0,0;0,0;
53202;Goldsteinschule;1.130;336;328;86;162;19;19;4;7;0;31;0;0;0;0;
 ; in %; ;32,5;97,6;26,2;49,4;5,8;5,8;1,2;2,1;0,0;9,5;0,0;0,0;0,0;0,0;
53203;Goldsteinschule;1.286;294;293;90;161;7;12;1;5;1;13;0;3;0;0;
 ; in %; ;24,9;99,7;30,7;54,9;2,4;4,1;0,3;1,7;0,3;4,4;0,0;1,0;0,0;0,0;
53204;Saalbau Haus Goldstein;1.327;514;511;133;287;14;14;1;4;2;46;1;7;0;2;
 ; in %; ;43,7;99,4;26,0;56,2;2,7;2,7;0,2;0,8;0,4;9,0;0,2;1,4;0,0;0,4;
53205;Saalbau Haus Goldstein;1.133;294;292;67;165;10;10;2;4;1;30;0;2;1;0;
 ; in %; ;28,2;99,3;22,9;56,5;3,4;3,4;0,7;1,4;0,3;10,3;0,0;0,7;0,3;0,0;
53206;Goldsteinschule;1.193;225;224;67;125;3;16;1;2;0;9;0;0;1;0;
 ; in %; ;20,0;99,6;29,9;55,8;1,3;7,1;0,4;0,9;0,0;4,0;0,0;0,0;0,4;0,0;
91801;Briefwahl Schwanheim;0;562;560;228;235;27;20;1;11;9;22;2;3;2;0;
 ; in %; ;0,0;99,6;40,7;42,0;4,8;3,6;0,2;2,0;1,6;3,9;0,4;0,5;0,4;0,0;
91802;Briefwahl Schwanheim;0;578;574;201;284;19;25;4;4;2;29;0;4;1;1;
 ; in %; ;0,0;99,3;35,0;49,5;3,3;4,4;0,7;0,7;0,3;5,1;0,0;0,7;0,2;0,2;
;Stadtteil Schwanheim ges.;13.936;5.261;5.217;1.684;2.524;210;258;33;84;30;325;4;50;11;4;
 ; in %; ;37,8;99,2;32,3;48,4;4,0;4,9;0,6;1,6;0,6;6,2;0,1;1,0;0,2;0,1;
;;;;;;;;;;;;;;;;;
;Stadtteil Seckbach;;;;;;;;;;;;;;;;
39001;Henry und Emma Budge-Stiftung;906;333;331;87;171;30;14;4;3;0;16;1;4;0;1;
 ; in %; ;41,2;99,4;26,3;51,7;9,1;4,2;1,2;0,9;0,0;4,8;0,3;1,2;0,0;0,3;
39002;Zentgrafenschule;1.238;432;431;80;212;47;38;4;11;1;27;0;7;4;0;
 ; in %; ;40,1;99,8;18,6;49,2;10,9;8,8;0,9;2,6;0,2;6,3;0,0;1,6;0,9;0,0;
39003;Pestalozzischule;1.156;115;113;23;59;3;16;1;0;0;10;0;0;0;1;
 ; in %; ;10,1;98,3;20,4;52,2;2,7;14,2;0,9;0,0;0,0;8,8;0,0;0,0;0,0;0,9;
39004;Hufelandhaus Schulraum;1.300;368;365;71;169;32;46;5;3;0;37;0;1;1;0;
 ; in %; ;32,2;99,2;19,5;46,3;8,8;12,6;1,4;0,8;0,0;10,1;0,0;0,3;0,3;0,0;
39005;Zentgrafenschule;1.422;512;508;127;247;57;35;3;7;2;26;0;4;0;0;
 ; in %; ;43,7;99,2;25,0;48,6;11,2;6,9;0,6;1,4;0,4;5,1;0,0;0,8;0,0;0,0;
39006;Friedrich-Ebert-Schule;1.108;330;327;83;162;25;28;1;4;1;19;1;1;2;0;
 ; in %; ;32,9;99,1;25,4;49,5;7,6;8,6;0,3;1,2;0,3;5,8;0,3;0,3;0,6;0,0;
39007;Berufsgenossenschaft der Bauwirtschaft;289;81;81;26;39;6;7;1;1;0;0;0;0;1;0;
 ; in %; ;29,9;100;32,1;48,1;7,4;8,6;1,2;1,2;0,0;0,0;0,0;0,0;1,2;0,0;
93401;Briefwahl Seckbach;0;399;398;132;166;27;33;3;9;0;26;0;1;1;0;
 ; in %; ;0,0;99,7;33,2;41,7;6,8;8,3;0,8;2,3;0,0;6,5;0,0;0,3;0,3;0,0;
93402;Briefwahl Seckbach;0;356;355;139;156;29;18;2;2;1;8;0;0;0;0;
 ; in %; ;0,0;99,7;39,2;43,9;8,2;5,1;0,6;0,6;0,3;2,3;0,0;0,0;0,0;0,0;
;Stadtteil Seckbach ges.;7.419;2.926;2.909;768;1.381;256;235;24;40;5;169;2;18;9;2;
 ; in %; ;39,4;99,4;26,4;47,5;8,8;8,1;0,8;1,4;0,2;5,8;0,1;0,6;0,3;0,1;
;;;;;;;;;;;;;;;;;
;Stadtteil Sindlingen;;;;;;;;;;;;;;;;
60101;Ev. Gemeindehaus Sindlingen;1.225;191;188;41;106;7;5;5;2;1;19;0;2;0;0;
 ; in %; ;16,4;98,4;21,8;56,4;3,7;2,7;2,7;1,1;0,5;10,1;0,0;1,1;0,0;0,0;
60102;Meisterschule;1.098;330;326;102;169;15;17;2;4;2;13;0;1;1;0;
 ; in %; ;32,0;98,8;31,3;51,8;4,6;5,2;0,6;1,2;0,6;4,0;0,0;0,3;0,3;0,0;
60103;Gemeindehaus St. Dionysius;976;285;282;81;146;10;14;3;4;0;21;0;2;1;0;
 ; in %; ;32,4;98,9;28,7;51,8;3,5;5,0;1,1;1,4;0,0;7,4;0,0;0,7;0,4;0,0;
60201;Ludwig-Weber-Schule;1.287;337;332;54;228;2;15;3;6;3;19;0;0;1;1;
 ; in %; ;28,2;98,5;16,3;68,7;0,6;4,5;0,9;1,8;0,9;5,7;0,0;0,0;0,3;0,3;
60202;Ludwig-Weber-Schule;1.177;272;270;28;187;9;18;3;10;0;14;0;0;1;0;
 ; in %; ;24,5;99,3;10,4;69,3;3,3;6,7;1,1;3,7;0,0;5,2;0,0;0,0;0,4;0,0;
93800;Briefwahl Sindlingen;0;353;350;110;175;10;11;5;13;6;17;0;2;0;1;
 ; in %; ;0,0;99,2;31,4;50,0;2,9;3,1;1,4;3,7;1,7;4,9;0,0;0,6;0,0;0,3;
;Stadtteil Sindlingen ges.;5.763;1.768;1.748;416;1.011;53;80;21;39;12;103;0;7;4;2;
 ; in %; ;30,7;98,9;23,8;57,8;3,0;4,6;1,2;2,2;0,7;5,9;0,0;0,4;0,2;0,1;
;;;;;;;;;;;;;;;;;
;Stadtteil Sossenheim;;;;;;;;;;;;;;;;
63101;Saalbau Volkshaus Sossenheim;1.479;359;357;109;167;18;32;4;3;0;21;0;1;0;2;
 ; in %; ;26,7;99,4;30,5;46,8;5,0;9,0;1,1;0,8;0,0;5,9;0,0;0,3;0,0;0,6;
63102;Eduard-Spranger-Schule;1.469;364;359;108;155;29;11;9;8;1;29;0;8;1;0;
 ; in %; ;26,9;98,6;30,1;43,2;8,1;3,1;2,5;2,2;0,3;8,1;0,0;2,2;0,3;0,0;
63103;Eduard-Spranger-Schule;1.409;263;262;71;148;7;8;2;3;3;15;0;4;0;1;
 ; in %; ;19,7;99,6;27,1;56,5;2,7;3,1;0,8;1,1;1,1;5,7;0,0;1,5;0,0;0,4;
63104;Victor-Gollancz-Haus;1.408;278;273;82;130;22;22;3;2;0;9;0;2;0;1;
 ; in %; ;20,6;98,2;30,0;47,6;8,1;8,1;1,1;0,7;0,0;3,3;0,0;0,7;0,0;0,4;
63201;Saalbau Volkshaus Sossenheim;1.535;225;222;57;118;12;10;1;4;0;18;1;0;1;0;
 ; in %; ;15,7;98,7;25,7;53,2;5,4;4,5;0,5;1,8;0,0;8,1;0,5;0,0;0,5;0,0;
63202;Albrecht-Dürer-Schule;1.397;382;379;135;169;27;10;1;3;0;30;0;4;0;0;
 ; in %; ;29,9;99,2;35,6;44,6;7,1;2,6;0,3;0,8;0,0;7,9;0,0;1,1;0,0;0,0;
63203;Saalbau Volkshaus Sossenheim;1.429;226;221;57;130;2;14;3;0;1;12;0;1;1;0;
 ; in %; ;16,2;97,8;25,8;58,8;0,9;6,3;1,4;0,0;0,5;5,4;0,0;0,5;0,5;0,0;
94101;Briefwahl Sossenheim;0;358;353;140;146;14;13;3;8;3;24;0;1;1;0;
 ; in %; ;0,0;98,6;39,7;41,4;4,0;3,7;0,8;2,3;0,8;6,8;0,0;0,3;0,3;0,0;
94102;Briefwahl Sossenheim;0;229;226;81;107;8;10;1;5;3;10;0;1;0;0;
 ; in %; ;0,0;98,7;35,8;47,3;3,5;4,4;0,4;2,2;1,3;4,4;0,0;0,4;0,0;0,0;
;Stadtteil Sossenheim ges.;10.126;2.684;2.652;840;1.270;139;130;27;36;11;168;1;22;4;4;
 ; in %; ;26,5;98,8;31,7;47,9;5,2;4,9;1,0;1,4;0,4;6,3;0,0;0,8;0,2;0,2;
;;;;;;;;;;;;;;;;;
;Stadtteil Unterliederbach;;;;;;;;;;;;;;;;
62101;Ludwig-Erhard-Schule;1.526;439;436;137;197;22;30;4;9;2;28;0;7;0;0;
 ; in %; ;31,0;99,3;31,4;45,2;5,0;6,9;0,9;2,1;0,5;6,4;0,0;1,6;0,0;0,0;
62102;Ludwig-Erhard-Schule;1.572;415;412;131;180;27;29;4;0;2;22;1;16;0;0;
 ; in %; ;29,3;99,3;31,8;43,7;6,6;7,0;1,0;0,0;0,5;5,3;0,2;3,9;0,0;0,0;
62103;Frankf. Schule für Bekleidung und Mode;1.434;517;514;179;224;35;29;2;11;2;26;0;6;0;0;
 ; in %; ;38,7;99,4;34,8;43,6;6,8;5,6;0,4;2,1;0,4;5,1;0,0;1,2;0,0;0,0;
62104;Karl-von-Ibell-Schule;1.688;467;465;131;250;23;25;1;5;2;21;0;7;0;0;
 ; in %; ;29,5;99,6;28,2;53,8;4,9;5,4;0,2;1,1;0,4;4,5;0,0;1,5;0,0;0,0;
62201;Karl-Oppermann-Schule;1.287;178;177;30;105;8;16;1;1;0;13;0;1;0;2;
 ; in %; ;14,4;99,4;16,9;59,3;4,5;9,0;0,6;0,6;0,0;7,3;0,0;0,6;0,0;1,1;
62202;Walter-Kolb-Schule;1.454;306;302;74;156;12;21;4;10;1;19;0;4;0;1;
 ; in %; ;22,5;98,7;24,5;51,7;4,0;7,0;1,3;3,3;0,3;6,3;0,0;1,3;0,0;0,3;
62203;Walter-Kolb-Schule;1.524;242;237;41;136;3;26;1;4;0;22;0;3;1;0;
 ; in %; ;16,7;97,9;17,3;57,4;1,3;11,0;0,4;1,7;0,0;9,3;0,0;1,3;0,4;0,0;
94001;Briefwahl Unterliederbach;0;435;434;168;184;26;23;5;9;2;12;1;3;1;0;
 ; in %; ;0,0;99,8;38,7;42,4;6,0;5,3;1,2;2,1;0,5;2,8;0,2;0,7;0,2;0,0;
94002;Briefwahl Unterliederbach;0;202;199;53;101;12;13;3;4;2;7;0;3;0;1;
 ; in %; ;0,0;98,5;26,6;50,8;6,0;6,5;1,5;2,0;1,0;3,5;0,0;1,5;0,0;0,5;
;Stadtteil Unterliederbach ges.;10.485;3.201;3.176;944;1.533;168;212;25;53;13;170;2;50;2;4;
 ; in %; ;30,5;99,2;29,7;48,3;5,3;6,7;0,8;1,7;0,4;5,4;0,1;1,6;0,1;0,1;
;;;;;;;;;;;;;;;;;
;Stadtteil Westend-Nord;;;;;;;;;;;;;;;;
19101;Lessing-Gymnasium;1.232;428;425;127;165;62;38;2;1;0;23;3;4;0;0;
 ; in %; ;40,3;99,3;29,9;38,8;14,6;8,9;0,5;0,2;0,0;5,4;0,7;0,9;0,0;0,0;
19102;Lessing-Gymnasium;1.283;399;399;132;151;41;38;1;4;0;26;1;4;1;0;
 ; in %; ;37,0;100;33,1;37,8;10,3;9,5;0,3;1,0;0,0;6,5;0,3;1,0;0,3;0,0;
19103;Lessing-Gymnasium;1.541;403;400;160;134;37;25;5;5;6;24;1;2;0;1;
 ; in %; ;30,5;99,3;40,0;33,5;9,3;6,3;1,3;1,3;1,5;6,0;0,3;0,5;0,0;0,3;
19201;Jugend- und Sozialamt;1.359;436;435;104;198;45;39;4;10;0;30;0;4;0;1;
 ; in %; ;36,4;99,8;23,9;45,5;10,3;9,0;0,9;2,3;0,0;6,9;0,0;0,9;0,0;0,2;
19202;Jugend- und Sozialamt;1.472;326;325;73;168;28;29;7;3;0;14;1;1;1;0;
 ; in %; ;23,9;99,7;22,5;51,7;8,6;8,9;2,2;0,9;0,0;4,3;0,3;0,3;0,3;0,0;
90501;Briefwahl Westend-Nord;0;335;334;147;96;32;23;5;6;1;16;1;7;0;0;
 ; in %; ;0,0;99,7;44,0;28,7;9,6;6,9;1,5;1,8;0,3;4,8;0,3;2,1;0,0;0,0;
90502;Briefwahl Westend-Nord;0;434;433;188;152;35;25;5;8;10;7;1;1;1;0;
 ; in %; ;0,0;99,8;43,4;35,1;8,1;5,8;1,2;1,8;2,3;1,6;0,2;0,2;0,2;0,0;
;Stadtteil Westend-Nord ges.;6.887;2.761;2.751;931;1.064;280;217;29;37;17;140;8;23;3;2;
 ; in %; ;40,1;99,6;33,8;38,7;10,2;7,9;1,1;1,3;0,6;5,1;0,3;0,8;0,1;0,1;
;;;;;;;;;;;;;;;;;
;Stadtteil Westend-Süd;;;;;;;;;;;;;;;;
10001;Goethe-Gymnasium;1.525;433;430;185;127;38;26;1;2;3;43;0;5;0;0;
 ; in %; ;33,1;99,3;43,0;29,5;8,8;6,0;0,2;0,5;0,7;10,0;0,0;1,2;0,0;0,0;
10002;Bettinaschule;1.511;438;434;165;144;38;28;4;2;4;44;2;3;0;0;
 ; in %; ;33,3;99,1;38,0;33,2;8,8;6,5;0,9;0,5;0,9;10,1;0,5;0,7;0,0;0,0;
11001;Anna-Schmidt-Schule;1.213;322;321;124;104;38;26;2;2;0;25;0;0;0;0;
 ; in %; ;31,1;99,7;38,6;32,4;11,8;8,1;0,6;0,6;0,0;7,8;0,0;0,0;0,0;0,0;
11002;Anna-Schmidt-Schule;1.141;377;375;141;131;33;21;4;4;2;35;0;4;0;0;
 ; in %; ;38,3;99,5;37,6;34,9;8,8;5,6;1,1;1,1;0,5;9,3;0,0;1,1;0,0;0,0;
17001;Elsa-Brändström-Schule;1.465;429;428;190;144;35;22;2;3;5;20;0;5;2;0;
 ; in %; ;34,6;99,8;44,4;33,6;8,2;5,1;0,5;0,7;1,2;4,7;0,0;1,2;0,5;0,0;
17002;Goethe-Gymnasium;1.103;308;307;117;104;31;16;1;2;2;31;0;3;0;0;
 ; in %; ;32,6;99,7;38,1;33,9;10,1;5,2;0,3;0,7;0,7;10,1;0,0;1,0;0,0;0,0;
17003;Goethe-Gymnasium;1.041;272;270;109;99;32;13;0;2;0;13;0;1;1;0;
 ; in %; ;31,3;99,3;40,4;36,7;11,9;4,8;0,0;0,7;0,0;4,8;0,0;0,4;0,4;0,0;
18001;Lessing-Gymnasium;1.463;442;442;138;174;65;22;4;4;0;31;1;2;0;1;
 ; in %; ;36,5;100;31,2;39,4;14,7;5,0;0,9;0,9;0,0;7,0;0,2;0,5;0,0;0,2;
18002;Bettinaschule;1.400;468;467;186;147;45;23;1;6;4;45;0;7;2;1;
 ; in %; ;39,1;99,8;39,8;31,5;9,6;4,9;0,2;1,3;0,9;9,6;0,0;1,5;0,4;0,2;
18003;Bettinaschule;1.514;446;445;229;96;44;23;7;5;2;34;0;4;1;0;
 ; in %; ;36,6;99,8;51,5;21,6;9,9;5,2;1,6;1,1;0,4;7,6;0,0;0,9;0,2;0,0;
90401;Briefwahl Westend-Süd;0;383;383;191;101;36;14;6;6;3;23;1;1;0;1;
 ; in %; ;0,0;100;49,9;26,4;9,4;3,7;1,6;1,6;0,8;6,0;0,3;0,3;0,0;0,3;
90402;Briefwahl Westend-Süd;0;307;307;126;99;32;16;0;9;3;20;0;0;0;2;
 ; in %; ;0,0;100;41,0;32,2;10,4;5,2;0,0;2,9;1,0;6,5;0,0;0,0;0,0;0,7;
90403;Briefwahl Westend-Süd;0;363;361;177;91;34;21;3;6;1;24;0;3;1;0;
 ; in %; ;0,0;99,4;49,0;25,2;9,4;5,8;0,8;1,7;0,3;6,6;0,0;0,8;0,3;0,0;
90404;Briefwahl Westend-Süd;0;429;429;222;121;33;9;2;3;2;31;0;5;1;0;
 ; in %; ;0,0;100;51,7;28,2;7,7;2,1;0,5;0,7;0,5;7,2;0,0;1,2;0,2;0,0;
90405;Briefwahl Westend-Süd;0;418;415;179;132;42;25;3;3;1;26;1;2;0;1;
 ; in %; ;0,0;99,3;43,1;31,8;10,1;6,0;0,7;0,7;0,2;6,3;0,2;0,5;0,0;0,2;
;Stadtteil Westend-Süd ges.;13.376;5.835;5.814;2.479;1.814;576;305;40;59;32;445;5;45;8;6;
 ; in %; ;43,6;99,6;42,6;31,2;9,9;5,2;0,7;1,0;0,6;7,7;0,1;0,8;0,1;0,1;
;;;;;;;;;;;;;;;;;
;Stadtteil Zeilsheim;;;;;;;;;;;;;;;;
60401;Adolf-Reichwein-Schule;1.536;317;314;90;181;10;8;3;4;0;18;0;0;0;0;
 ; in %; ;22,9;99,1;28,7;57,6;3,2;2,5;1,0;1,3;0,0;5,7;0,0;0,0;0,0;0,0;
61101;Käthe-Kollwitz-Schule;1.200;345;341;125;149;16;23;4;3;3;15;0;1;1;1;
 ; in %; ;31,5;98,8;36,7;43,7;4,7;6,7;1,2;0,9;0,9;4,4;0,0;0,3;0,3;0,3;
61102;Käthe-Kollwitz-Schule;1.058;388;383;96;206;14;22;3;12;0;24;0;6;0;0;
 ; in %; ;40,2;98,7;25,1;53,8;3,7;5,7;0,8;3,1;0,0;6,3;0,0;1,6;0,0;0,0;
61103;Käthe-Kollwitz-Schule;1.109;287;281;69;157;6;16;0;8;0;22;0;2;1;0;
 ; in %; ;27,9;97,9;24,6;55,9;2,1;5,7;0,0;2,8;0,0;7,8;0,0;0,7;0,4;0,0;
61201;Adolf-Reichwein-Schule;1.540;234;231;48;124;14;18;5;1;0;14;1;5;1;0;
 ; in %; ;16,3;98,7;20,8;53,7;6,1;7,8;2,2;0,4;0,0;6,1;0,4;2,2;0,4;0,0;
61202;Adolf-Reichwein-Schule;1.569;222;219;40;144;4;9;3;2;1;15;0;0;1;0;
 ; in %; ;14,6;98,6;18,3;65,8;1,8;4,1;1,4;0,9;0,5;6,8;0,0;0,0;0,5;0,0;
93900;Briefwahl Zeilsheim;0;535;530;186;238;22;22;5;11;4;36;1;4;1;0;
 ; in %; ;0,0;99,1;35,1;44,9;4,2;4,2;0,9;2,1;0,8;6,8;0,2;0,8;0,2;0,0;
;Stadtteil Zeilsheim ges.;8.012;2.328;2.299;654;1.199;86;118;23;41;8;144;2;18;5;1;
 ; in %; ;29,1;98,8;28,4;52,2;3,7;5,1;1,0;1,8;0,3;6,3;0,1;0,8;0,2;0,0;
;;;;;;;;;;;;;;;;;
;Summe;;;;;;;;;;;;;;;;
00000;Gesamt;505.275;189.916;188.760;48.032;86.823;17.648;16.669;2.097;2.832;938;11.218;340;1.585;409;169;
 ; in %; ;37,6;99,4;25,4;46,0;9,3;8,8;1,1;1,5;0,5;5,9;0,2;0,8;0,2;0,1;
